CountryCode,SeriesCode,DESCRIPTION
"IRL","TM.TAX.MANF.SM.AR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"IRL","TM.TAX.MANF.BC.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"IRL","TM.TAX.MANF.BR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"IRL","IS.RRS.PASG.KM","Source: OECD"
"IRN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"IRN","IT.MLT.MAIN","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA)."
"IRN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"IRN","ST.INT.RCPT.CD","Compiled from data reported by the Central Bank. From 2000 Source: Central Bank of Islamic Republic of Iran."
"IRN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2000 Source: Central Bank of Islamic Republic of Iran."
"IRN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"IRN","IT.CEL.SETS","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA)."
"IRN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2000 Source: Central Bank of Islamic Republic of Iran."
"IRN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"IRN","ST.INT.TRNR.CD","Compiled from data reported by the Central Bank. From 2000 Source: Central Bank of Islamic Republic of Iran."
"IRN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"IRN","IT.NET.BBND","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA)."
"IRN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"IRN","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"IRN","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"IRN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"IRN","ST.INT.TVLR.CD","Compiled from data reported by the Central Bank. From 2000 Source: Central Bank of Islamic Republic of Iran."
"IRN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt, long-term private non-guaranteed debt and short-term debt data for 2024 are World Bank staff estimates."
"IRN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"IRN","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"IRN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"IRN","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
"IRN","SP.POP.GROW","Data source: United Nations World Population Prospects"
"IRN","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists)."
"IRN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"IRN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"IRN","SM.POP.NETM","Data source: United Nations World Population Prospects"
"IRN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2000 Source: Central Bank of Islamic Republic of Iran."
"IRN","IT.NET.USER.ZS","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA)."
"IRN","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)"
"IRN","IT.NET.BBND.P2","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA)."
"IRN","IT.CEL.SETS.P2","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA)."
"IRN","IT.MLT.MAIN.P2","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA)."
"IRQ","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"IRQ","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IRQ","SP.POP.GROW","Data source: United Nations World Population Prospects"
"IRQ","IT.NET.BBND","Ministry of Planning & Cooperation Development. Ministry of Communications"
"IRQ","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"IRQ","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IRQ","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"IRQ","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"IRQ","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2002 Source: Central Bank of Iraq."
"IRQ","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"IRQ","IT.NET.USER.ZS","Ministry of Planning & Cooperation Development. Ministry of Communications"
"IRQ","IT.MLT.MAIN","Ministry of Planning & Cooperation Development. Ministry of Communications"
"IRQ","MS.MIL.XPND.ZS","2004-2021 highly uncertain data."
"IRQ","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)"
"IRQ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"IRQ","IT.NET.BBND.P2","Ministry of Planning & Cooperation Development. Ministry of Communications"
"IRQ","IT.CEL.SETS","Ministry of Planning & Cooperation Development. Ministry of Communications"
"IRQ","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IRQ","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"IRQ","IT.CEL.SETS.P2","Ministry of Planning & Cooperation Development. Ministry of Communications"
"IRQ","MS.MIL.XPND.GD.ZS","2004-2021 highly uncertain data."
"IRQ","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IRQ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"IRQ","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"IRQ","IT.MLT.MAIN.P2","Ministry of Planning & Cooperation Development. Ministry of Communications"
"IRQ","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"IRQ","MS.MIL.XPND.CD","2004-2021 highly uncertain data."
"IRQ","MS.MIL.XPND.CN","2004-2022 highly uncertain data."
"IRQ","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"IRQ","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2024 is based on data from the BIS."
"IRQ","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
